id	status	priority	kind	title	evidence
uiux-F38	PARTIAL	medium	research-insight	PT-BR localization: budget +30% text expansion (worst in buttons), Brazil-specific translation not neutral PT, competitive mechanics safe (34M fans), 	pt-BR.json has full parity with en.json (1275/1275 flattened keys, 0 missing) and Brazil-specific forms ('Painel', 'Revisão', 'XP para Nv. {level}'); es.json also present. || REMAINS: No evidence of the +30% text-expansion audit of fixed-width controls: issue/
uiux-R1	DONE	launch-critical	build-item	P0: Dashboard rework — Continue hero (restores position) + daily review strip (3-6 Leitner nodes); stats below fold	dashboard/page.tsx (refactored into slots, PR #637 LX-B1): hero order is ContinueCard (deep-links next incomplete lesson, PR #623 LX-B2) → ReviewStrip (due Leitner items, LX-B6, PR #709) → CohortStrip → identity panel (XP/level/achievements/quests) → activity 
uiux-R2	DONE	launch-critical	build-item	P0: 'Review' primary nav + /review page — auto-fed Leitner queue (failed tests + retrieval-close misses), zero learner curation, quest kind deep-links	/review page ((platform)/review/page.tsx) in top-level nav (sidebar.tsx:28 + mobile-bottom-nav.tsx:17; PR #709, #571 CLOSED); auto-populated with zero curation — captureReviewFailure enqueues graded misses (wrong quiz + failed challenge) from /api/lessons/comp
uiux-R3	DONE	launch-critical	build-item	P0: Retrieval-close block gating lesson XP — 1-3 items, one per screen-state, instant feedback, AI disabled, misses feed Review; same component for mi	XP gated on retrieval close: /api/lessons/complete requires per-block proofs graded server-side (inverted completion gate, spec §7.2; PR #384 CS-6 + PR #631/#564 quiz feedback + 403-mismap fix + AI suppression during retrieval); QuizBlock in schema (packages/c
uiux-R4	PARTIAL	launch-critical	build-item	P0: Challenge screen refinement bundle — test-panel ordering/auto-expand, schema failure_message (PT-BR/ES/EN), guardrailed context-fed AI panel, soft	(a) first-failure auto-expand + collapse passes: output-panel.tsx:202-211 (PR #628 LX-C2). (b) failure_message per test case in schema: packages/content-schema/src/blocks/code.ts TestCase.failureMessage (PR #670, #575 CLOSED), rendered in output-panel.tsx. (c)
uiux-R5	DONE	launch-critical	build-item	P0: Public credential verify + share page — /credential/[id] wallet-free server-side on-chain proof + prefilled Add-to-LinkedIn + completion share nud	#552 (LinkedIn Add-to-Profile + post-mint share nudge) and #554 (verify-page polish: course version, i18n, network label) both CLOSED/COMPLETED. Code: apps/web/src/app/[locale]/(platform)/certificates/[id]/page.tsx is the public credential page — reads certifi
uiux-R6	PARTIAL	high	build-item	P1: Linear path view + per-module test-out — one active next node, inline review nodes, progress-map module list; test-out = retrieval set + hardest c	#585 (course-detail linear-path view) CLOSED/COMPLETED — components/course/curriculum-path.tsx renders 'a sequential progress map with exactly one visually-active next node' (activeLessonId, null when complete); skipped/other lessons remain plain links. #578 (
uiux-R7	PARTIAL	high	build-item	P1: Segment-first onboarding + anonymous trial — 3 segment cards, optional 2-min placement, ladder-rung entry stored per learner; anon can read + run 	#566 (/start intake + segment state) CLOSED — app/[locale]/(marketing)/start/ with start-client.tsx deriving LearnerSegment from experience+goal and per-segment entry routes (routes.ts SEGMENT_ENTRY_COURSE); #556 (anonymous-enroll fix) and #567 (Later affordan
uiux-R8	DONE	high	build-item	P1: Cohort leaderboard — ~30-person weekly engagement-matched cohorts, promotion/demotion, weekly reset, 'you ±3' dashboard strip, global demoted to s	#574 (cohort leagues + you-±3 strip), #583 (global leaderboard demotion), #793 (copy polish) all CLOSED/COMPLETED. supabase/migrations/20260726200000_cohort_leagues.sql: LEAGUE_COHORT_CAPACITY=30 soft cap, weekly reset via date_trunc('week'), engagement matchi
uiux-R9	PARTIAL	high	build-item	P1: Streak forgiveness + cadence — earned-freeze inventory capped at 2, auto-applied server-side, retroactive calendar snowflake (never a modal), week	#573 (streak forgiveness, one PR all streak paths) CLOSED + #750 (rollback fix) CLOSED. supabase/migrations/20260726190000_streak_forgiveness.sql: user_xp.streak_freezes capped at 2 by CHECK + LEAST(...,2) grant, missed days consumed server-side inside the SEC
uiux-R10	DONE	high	build-item	P1: Celebration recalibration + struggling state — rarity tiering per §3.8, confetti reserved for capstone/credential-mint, shareable milestone card, 	#549 (confetti only at deploy + credential mint) and #576 (stuck-nudge v1) CLOSED/COMPLETED. lib/gamification/celebration.ts: CELEBRATION_TIERS maps lesson-complete/challenge-pass/surprise-bonus → 'none', level-up → popup-only, deploy-success → medium (single 
uiux-R11	DONE	high	build-item	P1: Endowed progress with stated reasons — enrollment+intro = first tick, placement/test-out pre-credits with explicit reason, near-goal intensificati	#584 (endowed progress with stated reasons) CLOSED/COMPLETED. lib/courses/endowed-progress.ts: ENDOWED_FIRST_TICK_FRACTION=0.06 on enrollment, every pre-credit pairs with reasonKey ('enrolledFirstStep' — UIU-06 'unexplained head-starts backfire'), NEAR_GOAL_TH
uiux-R12	PARTIAL	medium	build-item	P2: Capstone checklist page — live automated-check checklist; submit devnet program address; on-chain verification then credential mint	#560 (harden /api/deploy/save with on-chain verification) and #561 (capstone-gated credential) CLOSED — app/api/deploy/save/route.ts calls verifyProgramDeployment (executable upgradeable program, upgrade authority = linked wallet, single opaque rejection messa
uiux-R13	PARTIAL	medium	build-item	P2: 'Solana Developer Path' page — ordered per-segment sequence, credential NFTs as milestones, portfolio project mid-path, capstone penultimate, hone	#586 (path-page presentation + per-segment guidance modality) CLOSED/COMPLETED, but its filed scope was already reduced: 'Sequenced list + one start-here card + Browse-all; modality varies by segment (S9)'. Code: courses page 'paths' tab (courses-client.tsx Ac
uiux-R14	DONE	medium	content-item	P2: Parsons block type — touch drag-drop, paired-distractor markers, indent guides, red-highlight feedback; full ladder rung + mobile-native + review-	#577 (Parsons block type + ladder rungs) and #703 (distractor/pairedWith never rendered — fixed) CLOSED/COMPLETED. Schema: packages/content-schema/src/blocks/parsons.ts + lesson.schema.json. Renderer: app/[locale]/(platform)/courses/[slug]/lessons/[id]/blocks/
uiux-R15	NOT-DONE	medium	build-item	P2: Mobile scope review-first — prose/video/quiz + Parsons + Review queue + streak on mobile web; Monaco shows 'continue on desktop' handoff	No evidence of the review-first mobile scope or Monaco desktop handoff. Searches: grep -ri 'continue on desktop|desktop handoff|continueOnDesktop|isMobile' across apps/web/src (editor components, lesson blocks) — zero hits beyond unrelated responsive-layout co
uiux-R16	PARTIAL	medium	build-item	P2: Mastery panel from skill tags — attempted→familiar→proficient→mastered per skill, driven by challenge/review performance, on dashboard + public pr	#589 (surprise XP bonuses + mastery panel) CLOSED/COMPLETED. Code: lib/gamification/mastery.ts + components/dashboard/mastery-panel.tsx wired into dashboard/page.tsx via use-dashboard-data.ts; #596 gates skill tags against skills.yaml in content-lint. || REMAI
uiux-R17	NOT-DONE	low	build-item	P2: Re-engagement notifications — 5-10 rotating templates with no-repeat window, ~23.5h timing, streak-at-risk first, PT-BR-native voice, template→ret	Email now exists (#769 Resend integration CLOSED, #807 follow-ups CLOSED), which activates this item's conditional done-when — but lib/email/templates.ts contains only newCourseAnnouncementEmail, lib/email/campaign.ts only sendNewCourseAnnouncement, and api em
uiux-design-constants	PARTIAL	high	process-rule	Design-system constants across all items: dark-canonical; purple→teal gradient as punctuation only; mono/tabular numerals for XP/streaks/ranks/test ou	Concrete pieces landed: tabular numerals implemented per spec F37 (styles/globals.css has font-variant-numeric: tabular-nums at 4+ sites with 'F37' comments); XP competence framing audited (#550 'XP copy audit: competence framing everywhere' CLOSED) and XP num
uiux-N1	DONE	high	risk	Do NOT build a pure forced-linear path without test-out and practice hub	Risk avoided: the linear path (#585, curriculum-path.tsx) shipped in the same wave as both escape hatches — test-out (#578, /courses/[slug]/test-out + server batch-complete) and the practice/review hub (#569/#570/#571 review spine, /review page + nav + dashboa
uiux-N2	DONE	high	risk	Do NOT keep a global-absolute leaderboard as the primary competitive surface	#583 (launch prominence demotion: streaks + global leaderboard) and #574 CLOSED/COMPLETED. leaderboard-client.tsx: 'League (cohort) board — the primary view', board state defaults to 'league' whenever a cohort exists (global only as anon fallback), with the ex
uiux-N3	PARTIAL	high	risk	Do NOT ship a raw daily streak counter without forgiveness or cadence options	Freeze inventory is in the streak UI: components/gamification/streak-display.tsx renders freezesRemaining badge + snowflake calendar cells; forgiveness is server-owned (#573, migration 20260726190000). || REMAINS: Cadence mode is absent: weekly-cadence (spec F
uiux-N4	DONE	high	risk	Do NOT render XP as wallet/currency UI (balances, coins, spend) — the token stays invisible plumbing	No coin/balance/spend surfaces found: grep for coin/balance in components/gamification returns nothing; no wallet-style XP rendering. #550 (XP copy audit: competence framing everywhere) CLOSED/COMPLETED and #789 (standardize weekly-eligible vs lifetime XP fram
uiux-N5	DONE	high	risk	Do NOT replace authored failure messages with LLM auto-explanation of test failures	#575 CLOSED (failure_message field EN v1). Authored field projected in apps/web/src/lib/content/project.ts:100-106 and rendered on failing tests in apps/web/src/components/editor/output-panel.tsx:52-118 — always schema-sourced. The LLM lives only in the separa
uiux-N6	DONE	high	risk	Do NOT allow unrestricted AI inside challenges or any AI during retrieval closes	#564 CLOSED (quiz feedback + AI suppression): quiz-block.tsx:233-234 — 'The AI Partner is suppressed while any question is unchecked (LX-C1/F18) — retrieval stays AI-free'; lesson-client.tsx:193-208 gates on unanswered quiz blocks. Guardrails on the panel: per
uiux-N7	DONE	medium	risk	Do NOT implement Codewars-style permanent solution-forfeit — soft-gate instead	#582 + #770 CLOSED. LX-C6 soft-gate in challenge-interface.tsx:119-131: confirmed-click reveal that logs (trackSolutionRevealed, events.ts:217-221) and best-effort reschedules into review via /api/lessons/reveal-solution; 'the XP path is untouched (xpPerLesson
uiux-N8	PARTIAL	medium	risk	Do NOT build collect-all-50 badge meta-progress or participation badges — every badge certifies a competence event or doesn't exist	No collect-all/meta-progress badge exists — inventory is 10 docs in apps/web/src/content/generated/achievements.json with declarative award kinds (lib/gamification/achievements.ts PREDICATES). But the inventory still contains non-competence badges: achievement
uiux-N9	DONE	medium	risk	Do NOT ship all social mechanics at once (cohort chat, study groups, heavy profiles in v1)	No cohort chat, study groups, or new heavy-profile build exist (grep of components/app for chat/studyGroup surfaces only leaderboard + pre-existing lesson Q&A). Cohort surfaces are leaderboard-only: #574 CLOSED cohort leagues, dashboard cohort-strip.tsx is a '
uiux-N10	DONE	medium	risk	Do NOT fire confetti on routine events — rarity-tiered celebration only	#549 CLOSED. lib/gamification/celebration.ts CELEBRATION_TIERS: lesson-complete/challenge-pass/surprise-bonus = none, level-up = popup (celebrate() returns before any confetti for none/popup), deploy-success = medium single burst, credential-mint = full (only 
uiux-N11	DONE	low	risk	Do NOT drop honest duration labels from catalog out of conversion fear — honest estimates go on detail/path pages	Honest hour estimates on detail page (course-detail-client.tsx:191 '{course.duration} hours'), path pages (paths-view.tsx:142; learning-path-section.tsx:76 totalHours + :224 per-course hours). Nothing was dropped for conversion fear. Note: catalog course-card.
uiux-N12	DONE	medium	risk	Do NOT convert lessons to one-question-per-screen — interleaved retrieval blocks within long-scroll is the evidence-proportionate change	Lesson pages remain a single long-scroll blocks[] renderer: lesson-client.tsx iterates lesson.blocks with interleaved quiz/parsons/code/prose blocks (blocks/quiz-block.tsx, blocks/parsons-block.tsx), quiz-gated completion at :208. No screen-atomization/one-que
uiux-E0	PARTIAL	high	process-rule	Process rule: instrument before building — several adopted patterns are honestly hypotheses and each experiment names metric + expected direction	#605 + #582 CLOSED: lib/analytics/experiment-registry.ts gives every report experiment a row with primaryMetric + preregisteredDirection (incl. preregistered NULLs and an infeasible-as-designed row), and isReadable() fails closed until launch + 10 weeks; #558 
uiux-E1	PARTIAL	medium	research-insight	Experiment: Continue-hero vs current stats dashboard (D7 return rate, time-to-first-learning-action)	Continue card shipped (#551 CLOSED, merged 2026-07-26); registry row 'continue-card' preregisters metric 'return-session lesson-start rate' + direction. || REMAINS: Metric not actually instrumented (continue-card.tsx emits no events; no lesson_started/continue
uiux-E2	PARTIAL	medium	research-insight	Experiment: retrieval close on/off per course (7-day delayed retention quiz vs lesson-completion rate); if completion craters, cut items 3→1 before cu	3→1 fallback rule IS documented (docs/superpowers/specs/2026-07-25-learning-uiux-research.md:265: 'If completion craters, cut items from 3→1 before cutting the gate'); registry row 'retrieval-practice' preregisters metric + direction; retrieval quiz blocks are
uiux-E3	PARTIAL	medium	research-insight	Experiment: anonymous trial + claim-XP wall vs auth-first (visitor→first-lesson-complete, visitor→signup-7d)	The anonymous-trial mechanic shipped per O-4 (#556/#567: lib/lessons/progress-bank.ts + replay-banked.ts, banked-locally + claim-on-signin; E2E #823); registry row 'anonymous-trial' preregisters metric 'visitor → authenticated-enrollment conversion' + directio
uiux-E4	PARTIAL	medium	research-insight	Experiment: onboarding sequence ablation (segment cards / +goal picker / +placement) by segment — placement must stay optional for beginners	Onboarding funnel fully instrumented (#566 /start intake; #558/#633 events: onboarding_started, onboarding_step_completed per screen with choice, onboarding_goal_committed, onboarding_route_accepted, onboarding_completed) — completion by segment is measurable.
uiux-E5	PARTIAL	medium	research-insight	Experiment: per-module test-out visibility for experienced segments (segment-2 completion, week-2 churn)	Per-course test-out shipped for segment 2 (#578 CLOSED; lib/courses/test-out.ts; courses/[slug]/test-out route); registry row 'test-out-visibility' preregisters metric + direction. || REMAINS: Zero analytics on the test-out path (no test_out events in lib/anal
uiux-E6	PARTIAL	medium	research-insight	Experiment: stuck-nudge threshold (1.5x vs 2.5x median) and payload (in-editor scaffold vs chat bubble), guarding next-challenge unassisted solve rate	Stuck-nudge v1 shipped (#576 CLOSED) with the dependence-guard substrate instrumented: stuck_nudge_shown/accepted (session-deduped denominators) and challenge_solved postNudge tagging (events.ts:99-142); registry row 'nudge-threshold' preregisters an interior-
uiux-E7	PARTIAL	high	research-insight	Experiment: authored failure messages vs stock output on the 10 highest-failure challenges first (time-to-green, rage-quit rate)	Authored failure messages shipped as a schema field platform-wide, not just top-10 (#575 CLOSED; project.ts:100-106, output-panel.tsx:52-118); challenge_failed (with consecutiveFails) + challenge_solved instrumented (#558) so time-to-green and abandonment are 
uiux-E8	PARTIAL	medium	research-insight	Experiment: weekly-cadence streak uptake (opt-in rate, D28 retention vs matched daily users, weekend-activity distortion)	Adjacent mechanics shipped — streak prominence demotion (#583 CLOSED), streak forgiveness/absence insurance (#573 CLOSED) — and registry row 'weekly-cadence' preregisters 'weekly return of previously-active learners' + direction. || REMAINS: The weekly-cadence
uiux-E9	PARTIAL	medium	research-insight	Experiment: cohort vs global leaderboard, watching the XP-grinding signal (re-run ratio)	Cohort leagues shipped alongside the global board (#574 CLOSED; cohort-strip.tsx 'you ±3' LX-B9b, leaderboard League tab); registry row 'cohort-vs-global' preregisters 'weekly return of mid-rank learners' + direction; re-run ratio derivable from challenge_run 
uiux-E10	PARTIAL	medium	research-insight	Experiment: LinkedIn share nudge at completion vs credential-page only (share-click rate; exit-survey job outcomes long-run)	Nudge arm shipped+instrumented: #552 CLOSED (LinkedIn Add-to-Profile + post-mint share nudge); apps/web/src/lib/credentials/share.ts fires `credential_share_click` with source `certificate_page` vs `mint_success` (exactly the two arms); components/certificates
uiux-E11	PARTIAL	medium	research-insight	Experiment: endowed first-tick with stated reason vs 0% start (module-1 completion; expect low-single-digit pp)	Surface built: #584 CLOSED; lib/courses/endowed-progress.ts (ENDOWED_FIRST_TICK_FRACTION=0.06 + reasonKey). Honest magnitude documented: 2026-07-25-learning-uiux-research.md:274 'Expect: ↑ low-single-digit pp (the honest modern magnitude, not Nunes & Drèze's 1
uiux-E12	PARTIAL	low	research-insight	Experiment: celebration tiering (session continuation after lesson close; milestone-card shares)	Per-lesson confetti removed: #549 CLOSED; lib/gamification/celebration.ts sets lesson-complete/challenge-pass = 'none', confetti only deploy-success (medium) + credential-mint (full). Registry row `celebration-retiering` merged-pre-launch. || REMAINS: Post-les
uiux-gap-3.1	DONE	launch-critical	risk	Current-UI contradiction: dashboard is a stats page — the cheapest highest-leverage change is the Continue card + review strip (fixed by R1)	R1 shipped: #551 CLOSED (Continue card), #563 CLOSED (dashboard split), #583 in registry (prominence demotion, merged 2026-07-26). app/[locale]/(platform)/dashboard/page.tsx renders ContinueCard as the hero slot, then ReviewStrip, then CohortStrip — the XP/lev
uiux-gap-3.9	DONE	launch-critical	risk	Current-UI contradiction of omission: credential NFT page lacks wallet-free verify URL and Add-to-LinkedIn — the highest-confidence unshipped win (fix	R5 shipped: #552 CLOSED. lib/credentials/share.ts builds the LinkedIn Add-to-Profile deep link with certUrl = the public /certificates/[id] page (client-side fetch, no auth gate — (platform)/layout.tsx has zero auth/redirect logic, so the verify URL is wallet-
uiux-gap-3.6	DONE	launch-critical	risk	Current-UI contradiction: the adopted 1/3/7/21 Leitner queue has no home — burying review inside quest cards duplicates state and hides the surface (f	R2 shipped as the review spine: #569 (review_items migration), #570 (failure-capture feed), #571 (/review page + nav + dashboard strip) — all CLOSED. app/[locale]/(platform)/review/page.tsx exists; lib/gamification/quest-links.ts maps review-type quests to a `
uiux-gap-3.10	DONE	high	risk	Current-UI contradiction: progress bars start at zero — enrollment/intro should register the first tick with stated reason (fixed by R11)	R11 shipped: #584 CLOSED. lib/courses/endowed-progress.ts: no bar renders 0% once enrolled (displayFraction >= 0.06) and every pre-credited tick carries a stated reasonKey ('enrolledFirstStep') — 'unexplained head-starts backfire (UIU-06)' is encoded; honest c
personalization-corr-1	PARTIAL	high	process-rule	Never optimise on or quote dev-bounty submission counts (the '0-12 submissions' half of D2 is REFUTED; real counts 4/53/11/80/5/50)	#645 CLOSED (corrections sweep incl. the 0–12 claim); personalization-launch-research.md:8 carries the dated refutation banner (real counts 4/53/11/80/5/50, 'Do not optimise on, or quote, submission counts'); UNIFIED-LAUNCH-SPEC.md:170 records the refutation; 
personalization-corr-2	DONE	high	process-rule	Date the Brazil '$318.8B received' figure as Jul 2024–Jun 2025 or drop it; never cite Solana 32.6% share, +207.7% YoY, or $650B Feb-2026 as verified; 	#645 CLOSED. personalization-launch-research.md:9 dated correction banner: '$318.8B is the Jul 2024–Jun 2025 window — date it or do not use it'; 32.6%/+207.7%/$650B flagged 'not independently verified; real payments ≈ $300M/month'. Remaining occurrences are on
personalization-corr-3	DONE	high	process-rule	Drop the absolute 'no platform teaches programming-from-scratch through Rust' from positioning (Cyfrin and Blueshift do); keep the never-market-learn-	UNIFIED-LAUNCH-SPEC.md:181 (LAU-22 WEAKENED) records 'Drop the no-surveyed-platform absolute' and 'Keep the never-market-learn-to-code-via-Rust prohibition'. Grep for 'no platform teaches'/'no other platform' across docs + apps/web hits only that corrections-t
personalization-S1	DONE	medium	research-insight	Invest personalization effort in step-level in-lesson tutoring (feedback, retrieval, challenge ladders) — ITS effect range ~0.1–0.66, the doc's best-e	Personalization effort landed in-lesson: #564 quiz feedback, #576 stuck-nudge, #650 tutorNotes, LX-D2 retrieval closes — all in the experiment registry as in-lesson mechanics; no catalog-adaptivity item exists. d=0.66 appears only caveated: personalization res
personalization-S2	DONE	high	decision	Do not build catalog-level adaptive personalization — 0 of 23 independently evaluated courses moved completion (ALMAP)	launch-experience-master-spec.md:304 justified-drop #13: 'Recommender/adaptive-sequencing infra at 6 courses (S2/S11: zero completion effects; the 3-way routing constant IS the recommender). Revisit >20–30 courses.' No adaptive-courseware issue or roadmap item
personalization-S3-S4	DONE	medium	research-insight	Planning prompts: expect only a week-1 activity bump (failed replication at 269k students); never cite or project the 29% completion lift	29% appears only as the refuted figure: personalization research :37 'Never cite 29% as expected effect', :129/:213 'never project the 29% number... expect a week-1 engagement bump that streaks/quests must catch'. The shipped planning prompt (#582, components/
personalization-S5	PARTIAL	high	research-insight	Value-relevance micro-reflection is the only nudge that replicated at scale (+2.7–2.8pp) and only for less-developed-country learners; it HARMED no-ga	Value-relevance shipped as optional skippable interest chips in /start screen 3 (#566 CLOSED; start-client.tsx has an explicit skipInterests button; never forced, feeds framing/analytics only — intake.ts docstring). || REMAINS: Not locale-gated or A/B'd: start
personalization-S6	DONE	medium	research-insight	Use if-then implementation intentions (d=0.65 on goal attainment), not bare goal declarations or aspiration menus	#582 CLOSED (LX-A6). components/dashboard/next-lesson-plan.tsx collects a concrete when-plan — weekday (mon..sun) + HH:MM time stored in profiles.prefs.nextLesson ('When will you do your next lesson?') — an implementation intention, not an aspiration menu; Gol
personalization-S7	PARTIAL	medium	research-insight	Choice buys motivation, not learning — offer 2–4 guided options and spend choice where motivation lives (framing/goals), never on curriculum sequence	Screens 1 (3 experience options) and 2 (3 goal options) are within the 2–4 guided-options rule; daily-goal options derive from existing quest targets (small set); choice is spent on framing/goals — interests and goal never reshape the curriculum, routing is th
personalization-S8	PARTIAL	medium	research-insight	Defuse choice overload by translating course jargon into the learner's own vocabulary at the fork	Fork wording shipped as learner history: intake.ts screen 1 is 'a VERIFIABLE-HISTORY statement (have you shipped X?), never a self-rating (S10)'; learner-segment.ts labels: 'I build web apps (JS/TS)' / 'I already ship web3 / smart contracts' / 'I'm new to prog
personalization-S9	DONE	medium	research-insight	Expertise reversal is asymmetric — default to high guidance when uncertain (novice d=+0.505 vs expert d=−0.428) and give experts an escape hatch, don'	lib/courses/learner-segment.ts encodes the asymmetry: SEGMENT_PATH_MODALITY = {3: 'fixed' (beginner: later courses locked until previous completes), 1: 'guided-skip', 2: 'open' (order is recommendation only, no locks)}; DEFAULT_SEGMENT=1 defaults-to-guidance-w
personalization-S10	DONE	high	process-rule	Ban self-rated skill questions in any form (self-assessment r=.29 with ability); ask verifiable history instead	apps/web/src/lib/onboarding/intake.ts lines 19-26 explicitly implement S10: every experience option is a verifiable-history statement ('have you shipped X?'), 'never a self-rating (S10)'. Grep for 'rate your|self-assess|skill level' across apps/web/src (exclud
personalization-S11	DONE	high	decision	Recommender systems are irrelevant at 6 courses — build zero recommendation/ML-nudge infra	Routing is the static 3-way rule: EXPERIENCE_TO_SEGMENT in intake.ts:36-40. getRecommendedCourses (lib/content/queries.ts:421-430) is a static filter + alphabetical sort, no ML. gh issue search 'recommendation'/'placement' surfaced no recsys issue. analytics R
personalization-I1	DONE	launch-critical	research-insight	Delay signup until after core value (first XP moment) — Duolingo's best-evidenced onboarding change (~20% DAU, self-reported)	lib/lessons/progress-bank.ts (LX-A4c): anonymous learners do all graded work; sign-in ask arrives at the completion/XP moment with a 'Later' that banks proofs locally and replays via replay-banked.ts on sign-in. /start lives in the (marketing) route group, no 
personalization-I2	DONE	high	research-insight	Tap-only commitment questions are not friction (Duolingo runs very long question onboarding at $1.17B ARR); data-entry fields and walls before value a	intake.ts header: 'the intake is tap-only, zero data entry' — never free text; analytics README confirms onboarding payloads are closed-set option ids + integer daily goal only. Combined with anonymous lesson access (progress-bank.ts), there are zero required 
personalization-I3	DONE	medium	process-rule	Use only the corrected form-friction numbers (23.1%→11.4% at 3→7 fields; ~67.8% abandonment past 7); the viral 44.7%/38.4%→24.1%/+29.3%-SSO figures fa	The viral figures (44.7%/38.4%→24.1%/+29.3% SSO) appear in docs only as do-not-cite instructions: personalization-launch-research.md line 52 uses corrected 23.1%→11.4% / 67.8% numbers and says 'do not cite them'; UNIFIED-LAUNCH-SPEC.md lines 1205-1206 order th
personalization-I4	DONE	high	research-insight	Keep the personalization payload small (goal + experience fork + daily-goal); do not claim the motivation answer powers messaging — that inference is 	intake.ts defines exactly: screen 1 experience fork + screen 2 goal (the 2 questions), screen 3 optional skippable interest chips (not persisted — 'the migration adds exactly segment/goal/daily_goal'), screen 4 daily-goal picker wired to existing quest targets
personalization-I5	DONE	high	research-insight	Placement is an optional, reversible skip-ahead (Duolingo/Khan convergent pattern) — never a mandatory diagnostic gate	lib/courses/test-out.ts header: test-out is 'an OFFER, not a gate, so skipping never costs leaderboard position (I5)'; #578 (Test-out for segment 2) CLOSED, batch completion in lib/lessons/batch-complete.ts. No mandatory placement instrument exists anywhere in
personalization-I6	PARTIAL	high	research-insight	Drop-off concentrates at concept-difficulty spikes, not choice points (Boot.dev 24%/14%/22% cliffs); retrieval appetite is real (11.7% voluntary re-at	Per-lesson instrumentation code shipped: $pageview per lesson URL, lesson_completed {lessonId,courseId}, and the full challenge funnel (challenge_started/run/failed/solved, stuck_nudge_*) all keyed by lessonId (lib/analytics/events.ts + README, #558/#576). Con
personalization-I7	DONE	high	research-insight	Present paths role-based as a sequenced list ('options neatly ranked') to relieve choice paralysis, not a catalog grid	components/course/paths-view.tsx (LX-A7): 'a sequenced list per path with exactly one highlighted start-here card and a secondary Browse all courses escape — NOT a catalog grid'; one clear start computed (UIU-07). #585 (Course-detail linear-path view) CLOSED.
personalization-I8	SUPERSEDED	medium	research-insight	Transplant Codewars' incentive gradient to the challenge ladder — adaptive difficulty via XP incentives, zero diagnostic	UNIFIED-LAUNCH-SPEC.md item 45 (line ~997) explicitly 'kills experiment E6 (Codewars-style incentive-graded XP ladder) as infeasible-as-designed' — xpPerLesson is fixed on-chain and MAS-17 makes XP variance structurally impossible; experiment-registry.ts carri
personalization-I9	SUPERSEDED	low	research-insight	Zero-personalization (Exercism-style plain track choice) is an acceptable floor if engineering time runs out	The cuttable-to-floor fallback became moot: onboarding personalization actually shipped — #566 (/start intake) CLOSED, #585 (linear path view) CLOSED, #578 (test-out) CLOSED — so the Exercism-style floor was never needed. Nothing in the launch record shows per
personalization-I10	DONE	medium	process-rule	Never justify onboarding design with 'Brilliant does it' — their quiz onboarding has no public measured results; and never collect an answer nothing c	Every intake answer has a named consumer documented in intake.ts: experience → LearnerSegment routing (LX-A3), goal → framing copy, interests → funnel event step 3 (explicitly 'not persisted'), dailyGoal → quest-target-wired commitment (options derived from ac
personalization-D1	DONE	high	research-insight	Frame Earn as side-income scale ($15.15M lifetime, ~$5k avg listing) — honest promise is 'first $500–$5,000 of paid Solana work', never a job	apps/web/src/messages/en.json:500 — 'Land your first $500–$5,000 of paid Solana work' (earnHandoff.description). Grep for 'get hired|get a job|land a job|career|employment' in en.json: zero hits. catalog-redesign-spec.md line 444 explicitly replaces 'Get hired
personalization-D2	SUPERSEDED	medium	research-insight	Dev bounties are the highest-EV Earn rung ($1k–$5k) vs crowded content bounties — direction holds, but per corr-1 never cite submission counts	The blanket never-cite-submission-counts rule was refined by UNIFIED-LAUNCH-SPEC CAT-06 (line 169): 'Never quote a single-day submission count as a competition rate... Quote medians over completed listings.' The catalog ranking follows the refined rule: catalo
personalization-D3	DONE	high	research-insight	Superteam Brasil is currently the most active dev-bounty sponsor on Earn; Brazil grants avg $5.52k — the capstone→grant pipeline is live today (epheme	components/certificates/earn-handoff-card.tsx (LX-E4, PR #625 MERGED) renders on mint_success + certificate_page with curated category links including superteam.fun/earn/grants/, plus grantNote 'Building your own project? Brazil grants average $5.5k' (en.json:
personalization-D4	SUPERSEDED	medium	research-insight	Salaried Solana market is majority frontend/full-stack/non-program and 87% remote — solana-frontend feeds the largest slice of real openings	solana-frontend no longer exists as a satellite: UNIFIED-LAUNCH-SPEC line 553 marks 'solana-frontend: retire; C4 created fresh' (C4 = solana-dapp/dapp-and-sdk-with-kit, line 540). The catalog redesign (#548 spec / #593 unified spec) explicitly rejected the fro
personalization-D5	DONE	medium	research-insight	Pay is inverted vs job count: security (+$110k), Rust (+$95k), DeFi (+$90k) premiums — Rust/Anchor spine is the employability core	personalization-launch-research.md line 69 (D5 row) carries the premiums (security +$110k, Rust +$95k, DeFi +$90k) with 'dollar magnitudes indicative only', and line 177 positions the spine as 'employability core (D5: Rust +$95k premium)'. The successor catalo
personalization-D6	DONE	high	research-insight	Stablecoin payments is the Foundation's loudest strategic push — teach it, but never conflate ~$300M/month real payments with transfer-volume headline	Payments went beyond roadmap: C5 stablecoin-agentic-payments is a full course (UNIFIED-LAUNCH-SPEC line 541: 'x402 paid tier + Earn submission') and is live per the launch record (courses-academy #7 merged, C5 live). Volume separation enforced: LAU-17 (UNIFIED
